Model,FPR,TPR
Logistic Regression,0.0,0.0
Logistic Regression,9.119927040583675e-05,0.0
Logistic Regression,9.119927040583675e-05,0.0014367816091954023
Logistic Regression,0.00027359781121751026,0.0014367816091954023
Logistic Regression,0.00027359781121751026,0.0035919540229885057
Logistic Regression,0.00045599635202918376,0.0035919540229885057
Logistic Regression,0.00045599635202918376,0.010775862068965518
Logistic Regression,0.0005471956224350205,0.010775862068965518
Logistic Regression,0.0005471956224350205,0.011494252873563218
Logistic Regression,0.0006383948928408573,0.011494252873563218
Logistic Regression,0.0006383948928408573,0.015086206896551725
Logistic Regression,0.0008207934336525308,0.015086206896551725
Logistic Regression,0.0008207934336525308,0.017959770114942528
Logistic Regression,0.0009119927040583675,0.017959770114942528
Logistic Regression,0.0009119927040583675,0.01867816091954023
Logistic Regression,0.001094391244870041,0.01867816091954023
Logistic Regression,0.001094391244870041,0.01939655172413793
Logistic Regression,0.0011855905152758778,0.01939655172413793
Logistic Regression,0.0011855905152758778,0.02586206896551724
Logistic Regression,0.0012767897856817145,0.02586206896551724
Logistic Regression,0.0012767897856817145,0.02658045977011494
Logistic Regression,0.001459188326493388,0.02658045977011494
Logistic Regression,0.001459188326493388,0.028735632183908046
Logistic Regression,0.0016415868673050615,0.028735632183908046
Logistic Regression,0.0016415868673050615,0.03089080459770115
Logistic Regression,0.0017327861377108983,0.03089080459770115
Logistic Regression,0.0017327861377108983,0.032327586206896554
Logistic Regression,0.001823985408116735,0.032327586206896554
Logistic Regression,0.001823985408116735,0.034482758620689655
Logistic Regression,0.0019151846785225718,0.034482758620689655
Logistic Regression,0.0019151846785225718,0.036637931034482756
Logistic Regression,0.0020063839489284085,0.036637931034482756
Logistic Regression,0.0020063839489284085,0.03735632183908046
Logistic Regression,0.0020975832193342453,0.03735632183908046
Logistic Regression,0.0020975832193342453,0.03807471264367816
Logistic Regression,0.002188782489740082,0.03807471264367816
Logistic Regression,0.002188782489740082,0.03879310344827586
Logistic Regression,0.002279981760145919,0.03879310344827586
Logistic Regression,0.002279981760145919,0.04525862068965517
Logistic Regression,0.0023711810305517556,0.04525862068965517
Logistic Regression,0.0023711810305517556,0.04669540229885057
Logistic Regression,0.0024623803009575923,0.04669540229885057
Logistic Regression,0.0024623803009575923,0.04741379310344827
Logistic Regression,0.002553579571363429,0.04741379310344827
Logistic Regression,0.002553579571363429,0.05531609195402299
Logistic Regression,0.002644778841769266,0.05531609195402299
Logistic Regression,0.002644778841769266,0.05603448275862069
Logistic Regression,0.0027359781121751026,0.05603448275862069
Logistic Regression,0.0027359781121751026,0.07040229885057471
Logistic Regression,0.0028271773825809393,0.07040229885057471
Logistic Regression,0.0028271773825809393,0.07112068965517242
Logistic Regression,0.002918376652986776,0.07112068965517242
Logistic Regression,0.002918376652986776,0.07327586206896551
Logistic Regression,0.003009575923392613,0.07327586206896551
Logistic Regression,0.003009575923392613,0.07471264367816093
Logistic Regression,0.0031007751937984496,0.07471264367816093
Logistic Regression,0.0031007751937984496,0.07543103448275862
Logistic Regression,0.003283173734610123,0.07543103448275862
Logistic Regression,0.003283173734610123,0.07614942528735633
Logistic Regression,0.00337437300501596,0.07614942528735633
Logistic Regression,0.00337437300501596,0.07686781609195402
Logistic Regression,0.0034655722754217966,0.07686781609195402
Logistic Regression,0.0034655722754217966,0.07830459770114942
Logistic Regression,0.0035567715458276333,0.07830459770114942
Logistic Regression,0.0035567715458276333,0.07902298850574713
Logistic Regression,0.00364797081623347,0.07902298850574713
Logistic Regression,0.00364797081623347,0.08261494252873564
Logistic Regression,0.003739170086639307,0.08261494252873564
Logistic Regression,0.003739170086639307,0.08477011494252873
Logistic Regression,0.00392156862745098,0.08477011494252873
Logistic Regression,0.00392156862745098,0.08836206896551724
Logistic Regression,0.004012767897856817,0.08836206896551724
Logistic Regression,0.004012767897856817,0.09195402298850575
Logistic Regression,0.004195166438668491,0.09195402298850575
Logistic Regression,0.004195166438668491,0.09482758620689655
Logistic Regression,0.004468764249886001,0.09482758620689655
Logistic Regression,0.004468764249886001,0.09626436781609195
Logistic Regression,0.004559963520291838,0.09626436781609195
Logistic Regression,0.004559963520291838,0.09770114942528736
Logistic Regression,0.004651162790697674,0.09770114942528736
Logistic Regression,0.004651162790697674,0.09913793103448276
Logistic Regression,0.004742362061103511,0.09913793103448276
Logistic Regression,0.004742362061103511,0.10344827586206896
Logistic Regression,0.004924760601915185,0.10344827586206896
Logistic Regression,0.004924760601915185,0.10560344827586207
Logistic Regression,0.005015959872321021,0.10560344827586207
Logistic Regression,0.005015959872321021,0.10919540229885058
Logistic Regression,0.005198358413132695,0.10919540229885058
Logistic Regression,0.005198358413132695,0.10991379310344827
Logistic Regression,0.005380756953944368,0.10991379310344827
Logistic Regression,0.005380756953944368,0.11278735632183907
Logistic Regression,0.005563155494756042,0.11278735632183907
Logistic Regression,0.005563155494756042,0.11422413793103449
Logistic Regression,0.005654354765161879,0.11422413793103449
Logistic Regression,0.005654354765161879,0.11566091954022989
Logistic Regression,0.005745554035567715,0.11566091954022989
Logistic Regression,0.005745554035567715,0.11709770114942529
Logistic Regression,0.005927952576379389,0.11709770114942529
Logistic Regression,0.005927952576379389,0.11853448275862069
Logistic Regression,0.006019151846785226,0.11853448275862069
Logistic Regression,0.006019151846785226,0.12140804597701149
Logistic Regression,0.006110351117191062,0.12140804597701149
Logistic Regression,0.006110351117191062,0.1235632183908046
Logistic Regression,0.006201550387596899,0.1235632183908046
Logistic Regression,0.006201550387596899,0.1271551724137931
Logistic Regression,0.006383948928408573,0.1271551724137931
Logistic Regression,0.006383948928408573,0.1285919540229885
Logistic Regression,0.006475148198814409,0.1285919540229885
Logistic Regression,0.006475148198814409,0.1314655172413793
Logistic Regression,0.006657546739626083,0.1314655172413793
Logistic Regression,0.006657546739626083,0.13218390804597702
Logistic Regression,0.00674874601003192,0.13218390804597702
Logistic Regression,0.00674874601003192,0.1343390804597701
Logistic Regression,0.006839945280437756,0.1343390804597701
Logistic Regression,0.006839945280437756,0.13505747126436782
Logistic Regression,0.006931144550843593,0.13505747126436782
Logistic Regression,0.006931144550843593,0.13577586206896552
Logistic Regression,0.007113543091655267,0.13577586206896552
Logistic Regression,0.007113543091655267,0.13864942528735633
Logistic Regression,0.007204742362061103,0.13864942528735633
Logistic Regression,0.007204742362061103,0.13936781609195403
Logistic Regression,0.00729594163246694,0.13936781609195403
Logistic Regression,0.00729594163246694,0.14080459770114942
Logistic Regression,0.007387140902872777,0.14080459770114942
Logistic Regression,0.007387140902872777,0.14152298850574713
Logistic Regression,0.007478340173278614,0.14152298850574713
Logistic Regression,0.007478340173278614,0.14224137931034483
Logistic Regression,0.007660738714090287,0.14224137931034483
Logistic Regression,0.007660738714090287,0.14295977011494254
Logistic Regression,0.007934336525307797,0.14295977011494254
Logistic Regression,0.007934336525307797,0.14367816091954022
Logistic Regression,0.008025535795713634,0.14367816091954022
Logistic Regression,0.008025535795713634,0.14870689655172414
Logistic Regression,0.008207934336525308,0.14870689655172414
Logistic Regression,0.008207934336525308,0.15086206896551724
Logistic Regression,0.008299133606931144,0.15086206896551724
Logistic Regression,0.008299133606931144,0.15301724137931033
Logistic Regression,0.008481532147742818,0.15301724137931033
Logistic Regression,0.008481532147742818,0.15589080459770116
Logistic Regression,0.008663930688554491,0.15589080459770116
Logistic Regression,0.008663930688554491,0.15876436781609196
Logistic Regression,0.008755129958960328,0.15876436781609196
Logistic Regression,0.008755129958960328,0.15948275862068967
Logistic Regression,0.008846329229366165,0.15948275862068967
Logistic Regression,0.008846329229366165,0.16235632183908047
Logistic Regression,0.009028727770177838,0.16235632183908047
Logistic Regression,0.009028727770177838,0.17025862068965517
Logistic Regression,0.009302325581395349,0.17025862068965517
Logistic Regression,0.009302325581395349,0.17097701149425287
Logistic Regression,0.009393524851801185,0.17097701149425287
Logistic Regression,0.009393524851801185,0.17313218390804597
Logistic Regression,0.009484724122207022,0.17313218390804597
Logistic Regression,0.009484724122207022,0.17456896551724138
Logistic Regression,0.009575923392612859,0.17456896551724138
Logistic Regression,0.009575923392612859,0.17744252873563218
Logistic Regression,0.009940720474236206,0.17744252873563218
Logistic Regression,0.009940720474236206,0.18031609195402298
Logistic Regression,0.010031919744642043,0.18031609195402298
Logistic Regression,0.010031919744642043,0.1839080459770115
Logistic Regression,0.010214318285453716,0.1839080459770115
Logistic Regression,0.010214318285453716,0.1853448275862069
Logistic Regression,0.010305517555859553,0.1853448275862069
Logistic Regression,0.010305517555859553,0.1882183908045977
Logistic Regression,0.01039671682626539,0.1882183908045977
Logistic Regression,0.01039671682626539,0.18893678160919541
Logistic Regression,0.0106703146374829,0.18893678160919541
Logistic Regression,0.0106703146374829,0.1903735632183908
Logistic Regression,0.010761513907888737,0.1903735632183908
Logistic Regression,0.010761513907888737,0.1925287356321839
Logistic Regression,0.010852713178294573,0.1925287356321839
Logistic Regression,0.010852713178294573,0.1932471264367816
Logistic Regression,0.01094391244870041,0.1932471264367816
Logistic Regression,0.01094391244870041,0.1939655172413793
Logistic Regression,0.011035111719106247,0.1939655172413793
Logistic Regression,0.011035111719106247,0.19468390804597702
Logistic Regression,0.011126310989512084,0.19468390804597702
Logistic Regression,0.011126310989512084,0.19899425287356323
Logistic Regression,0.01121751025991792,0.19899425287356323
Logistic Regression,0.01121751025991792,0.1997126436781609
Logistic Regression,0.01149110807113543,0.1997126436781609
Logistic Regression,0.01149110807113543,0.20043103448275862
Logistic Regression,0.011582307341541268,0.20043103448275862
Logistic Regression,0.011582307341541268,0.21120689655172414
Logistic Regression,0.011673506611947104,0.21120689655172414
Logistic Regression,0.011673506611947104,0.21192528735632185
Logistic Regression,0.011764705882352941,0.21192528735632185
Logistic Regression,0.011764705882352941,0.21264367816091953
Logistic Regression,0.011855905152758778,0.21264367816091953
Logistic Regression,0.011855905152758778,0.21479885057471265
Logistic Regression,0.011947104423164615,0.21479885057471265
Logistic Regression,0.011947104423164615,0.21695402298850575
Logistic Regression,0.012038303693570451,0.21695402298850575
Logistic Regression,0.012038303693570451,0.21767241379310345
Logistic Regression,0.012129502963976288,0.21767241379310345
Logistic Regression,0.012129502963976288,0.21839080459770116
Logistic Regression,0.012220702234382125,0.21839080459770116
Logistic Regression,0.012220702234382125,0.21982758620689655
Logistic Regression,0.012311901504787962,0.21982758620689655
Logistic Regression,0.012311901504787962,0.22054597701149425
Logistic Regression,0.012403100775193798,0.22054597701149425
Logistic Regression,0.012403100775193798,0.22701149425287356
Logistic Regression,0.012585499316005472,0.22701149425287356
Logistic Regression,0.012585499316005472,0.22844827586206898
Logistic Regression,0.012767897856817145,0.22844827586206898
Logistic Regression,0.012767897856817145,0.22916666666666666
Logistic Regression,0.012859097127222982,0.22916666666666666
Logistic Regression,0.012859097127222982,0.22988505747126436
Logistic Regression,0.012950296397628819,0.22988505747126436
Logistic Regression,0.012950296397628819,0.23060344827586207
Logistic Regression,0.013041495668034656,0.23060344827586207
Logistic Regression,0.013041495668034656,0.23419540229885058
Logistic Regression,0.013132694938440492,0.23419540229885058
Logistic Regression,0.013132694938440492,0.2413793103448276
Logistic Regression,0.013223894208846329,0.2413793103448276
Logistic Regression,0.013223894208846329,0.24281609195402298
Logistic Regression,0.013315093479252166,0.24281609195402298
Logistic Regression,0.013315093479252166,0.2471264367816092
Logistic Regression,0.013406292749658003,0.2471264367816092
Logistic Regression,0.013406292749658003,0.2507183908045977
Logistic Regression,0.01349749202006384,0.2507183908045977
Logistic Regression,0.01349749202006384,0.2514367816091954
Logistic Regression,0.013588691290469676,0.2514367816091954
Logistic Regression,0.013588691290469676,0.2535919540229885
Logistic Regression,0.013679890560875513,0.2535919540229885
Logistic Regression,0.013679890560875513,0.2557471264367816
Logistic Regression,0.013862289101687186,0.2557471264367816
Logistic Regression,0.013862289101687186,0.257183908045977
Logistic Regression,0.013953488372093023,0.257183908045977
Logistic Regression,0.013953488372093023,0.25862068965517243
Logistic Regression,0.014227086183310533,0.25862068965517243
Logistic Regression,0.014227086183310533,0.2607758620689655
Logistic Regression,0.01431828545371637,0.2607758620689655
Logistic Regression,0.01431828545371637,0.2636494252873563
Logistic Regression,0.014409484724122207,0.2636494252873563
Logistic Regression,0.014409484724122207,0.26580459770114945
Logistic Regression,0.014683082535339717,0.26580459770114945
Logistic Regression,0.014683082535339717,0.27227011494252873
Logistic Regression,0.014774281805745554,0.27227011494252873
Logistic Regression,0.014774281805745554,0.27370689655172414
Logistic Regression,0.015047879616963064,0.27370689655172414
Logistic Regression,0.015047879616963064,0.27801724137931033
Logistic Regression,0.0151390788873689,0.27801724137931033
Logistic Regression,0.0151390788873689,0.27945402298850575
Logistic Regression,0.015321477428180574,0.27945402298850575
Logistic Regression,0.015321477428180574,0.28376436781609193
Logistic Regression,0.015412676698586411,0.28376436781609193
Logistic Regression,0.015412676698586411,0.28448275862068967
Logistic Regression,0.015503875968992248,0.28448275862068967
Logistic Regression,0.015503875968992248,0.2859195402298851
Logistic Regression,0.015595075239398085,0.2859195402298851
Logistic Regression,0.015595075239398085,0.28663793103448276
Logistic Regression,0.01568627450980392,0.28663793103448276
Logistic Regression,0.01568627450980392,0.29094827586206895
Logistic Regression,0.015868673050615595,0.29094827586206895
Logistic Regression,0.015868673050615595,0.29238505747126436
Logistic Regression,0.01595987232102143,0.29238505747126436
Logistic Regression,0.01595987232102143,0.29310344827586204
Logistic Regression,0.01605107159142727,0.29310344827586204
Logistic Regression,0.01605107159142727,0.29454022988505746
Logistic Regression,0.016142270861833105,0.29454022988505746
Logistic Regression,0.016142270861833105,0.2952586206896552
Logistic Regression,0.016233470132238942,0.2952586206896552
Logistic Regression,0.016233470132238942,0.29669540229885055
Logistic Regression,0.01632466940264478,0.29669540229885055
Logistic Regression,0.01632466940264478,0.3010057471264368
Logistic Regression,0.016415868673050615,0.3010057471264368
Logistic Regression,0.016415868673050615,0.3024425287356322
Logistic Regression,0.01659826721386229,0.3024425287356322
Logistic Regression,0.01659826721386229,0.305316091954023
Logistic Regression,0.016689466484268126,0.305316091954023
Logistic Regression,0.016689466484268126,0.3074712643678161
Logistic Regression,0.016780665754673962,0.3074712643678161
Logistic Regression,0.016780665754673962,0.3089080459770115
Logistic Regression,0.0168718650250798,0.3089080459770115
Logistic Regression,0.0168718650250798,0.3103448275862069
Logistic Regression,0.017054263565891473,0.3103448275862069
Logistic Regression,0.017054263565891473,0.3139367816091954
Logistic Regression,0.01714546283629731,0.3139367816091954
Logistic Regression,0.01714546283629731,0.3146551724137931
Logistic Regression,0.017236662106703146,0.3146551724137931
Logistic Regression,0.017236662106703146,0.31537356321839083
Logistic Regression,0.01741906064751482,0.31537356321839083
Logistic Regression,0.01741906064751482,0.3168103448275862
Logistic Regression,0.017510259917920656,0.3168103448275862
Logistic Regression,0.017510259917920656,0.32112068965517243
Logistic Regression,0.017601459188326493,0.32112068965517243
Logistic Regression,0.017601459188326493,0.3225574712643678
Logistic Regression,0.01769265845873233,0.3225574712643678
Logistic Regression,0.01769265845873233,0.3232758620689655
Logistic Regression,0.017783857729138167,0.3232758620689655
Logistic Regression,0.017783857729138167,0.32471264367816094
Logistic Regression,0.017875056999544003,0.32471264367816094
Logistic Regression,0.017875056999544003,0.3254310344827586
Logistic Regression,0.018057455540355677,0.3254310344827586
Logistic Regression,0.018057455540355677,0.32830459770114945
Logistic Regression,0.018148654810761514,0.32830459770114945
Logistic Regression,0.018148654810761514,0.3297413793103448
Logistic Regression,0.01823985408116735,0.3297413793103448
Logistic Regression,0.01823985408116735,0.33045977011494254
Logistic Regression,0.018422252621979024,0.33045977011494254
Logistic Regression,0.018422252621979024,0.33405172413793105
Logistic Regression,0.018695850433196534,0.33405172413793105
Logistic Regression,0.018695850433196534,0.3426724137931034
Logistic Regression,0.018969448244414044,0.3426724137931034
Logistic Regression,0.018969448244414044,0.34626436781609193
Logistic Regression,0.019243046055631555,0.34626436781609193
Logistic Regression,0.019243046055631555,0.34913793103448276
Logistic Regression,0.019425444596443228,0.34913793103448276
Logistic Regression,0.019425444596443228,0.35201149425287354
Logistic Regression,0.019516643866849065,0.35201149425287354
Logistic Regression,0.019516643866849065,0.35488505747126436
Logistic Regression,0.0196078431372549,0.35488505747126436
Logistic Regression,0.0196078431372549,0.3577586206896552
Logistic Regression,0.01969904240766074,0.3577586206896552
Logistic Regression,0.01969904240766074,0.35919540229885055
Logistic Regression,0.019881440948472412,0.35919540229885055
Logistic Regression,0.019881440948472412,0.3620689655172414
